Pulsar ID,Pulsar Class,Age,Period (P),Period Derivative (P˙),Magnetic Field (B),Initial Period (Pinit​),Initial B Field (Binit​),Galactic Longitude (l),Galactic Latitude (b),Distance,Dispersion Measure (DM),"Proper Motion (μl​,μb​)",Kick Velocity,Is Binary,Orbital Period (Pb​),Companion Mass (Mc​),Eccentricity (e),Radio Luminosity (L1400​),Single-Pulse Lum. Dist.,Radio Beaming Fraction,Viewing Angle (ζ),Inclination Angle (α),Nulling Fraction (NF)
J0024-7204ac,,,2.740000e-03,,,,,3.058948e+02,-4.488934e+01,4.520000e+00,2.446000e+01,,1.250718e+02,BT,,,,,,,,,
J0024-7204ad,,,3.740000e-03,,,,,3.058948e+02,-4.488934e+01,4.520000e+00,2.441000e+01,,1.250718e+02,BT,,,,,,,,,
J0034-0534,HE,5.989157e+09,1.877182e-03,4.966000e-21,9.770269e+07,,,1.114922e+02,-6.806857e+01,1.348000e+00,1.376517e+01,,7.749777e+01,ELL1,,,4.313931e-06,,,,,,
J0101-6422,HE,7.900995e+09,2.573152e-03,5.160000e-21,1.166024e+08,,,3.011923e+02,-5.272027e+01,1.001000e+00,1.192100e+01,,7.413031e+01,BT,,,0.000000e+00,,,,,,
J0102+4839,HE,4.114928e+09,2.964112e-03,1.141297e-20,1.861215e+08,,,1.248741e+02,-1.416685e+01,2.310000e+00,5.350410e+01,,4.265516e+01,BT,,,,,,,,,
J0125-2327,,3.162081e+09,3.675375e-03,1.841598e-20,2.632681e+08,,,1.889320e+02,-8.156940e+01,1.190468e+00,9.597400e+00,,2.178329e+02,ELL1,,,5.375872e-07,,,,,,
J0203-0150,,5.739588e+09,5.173322e-03,1.428088e-20,2.750503e+08,,,1.603165e+02,-5.936536e+01,1.837000e+00,1.921880e+01,,,ELL1,,,1.937726e-04,,,,,,
J0218+4232,HE,4.755722e+08,2.323091e-03,7.739550e-20,4.290826e+08,,,1.395081e+02,-1.752683e+01,3.150000e+00,6.125200e+01,,9.748407e+01,ELL1,,,6.801470e-06,,,,,,
J0251+2606,HE,5.318203e+09,2.541554e-03,7.571824e-21,1.403783e+08,,,1.538805e+02,-2.948553e+01,1.170000e+00,2.021660e+01,,,ELL1,,,1.142847e-04,,,,,,
J0307+7443,HE,2.896798e+09,3.156089e-03,1.726223e-20,2.361963e+08,,,1.317043e+02,1.422363e+01,3.860000e-01,6.343000e+00,,5.787009e+00,BT,,,3.321388e-03,,,,,,
J0312-0921,HE,2.975831e+09,3.704336e-03,1.972278e-20,2.735201e+08,,,1.915096e+02,-5.237804e+01,8.170000e-01,2.050000e+01,,,ELL1,,,,,,,,,
J0337+1715,,2.450833e+09,2.732589e-03,1.766552e-20,2.223312e+08,,,1.699897e+02,-3.003948e+01,1.300000e+00,2.132000e+01,,4.013221e+01,ELL1,,,6.917760e-04,,,,,,
J0406+3039,,4.975015e+09,2.608654e-03,8.307841e-21,1.489712e+08,,,,,,,,,ELL1,,,1.227110e-05,,,,,,
J0437-4715,HE,1.592208e+09,5.757452e-03,5.729235e-20,5.811837e+08,,,2.533945e+02,-4.196330e+01,1.568000e-01,2.645390e+00,,1.047521e+02,T2,,,1.918050e-05,,,,,,
J0509+0856,,1.456554e+10,4.055838e-03,4.411843e-21,1.353631e+08,,,1.924865e+02,-1.793066e+01,8.170000e-01,3.832710e+01,,2.673747e+01,ELL1,,,2.236605e-05,,,,,,
J0514-4002A,,1.133855e+11,4.990575e-03,6.973635e-22,5.969733e+07,,,2.445136e+02,-3.503624e+01,1.195000e+01,5.214020e+01,,1.272522e+02,DDH,,,8.879771e-01,,,,,,
J0514-4002D,,,4.554400e-03,,,,,2.445134e+02,-3.503610e+01,1.195000e+01,5.221900e+01,,1.272522e+02,BT,,,8.620000e-01,,,,,,
J0514-4002E,,,5.595947e-03,-2.285968e-30,,,,2.450185e+02,-3.236424e+01,1.195000e+01,5.193060e+01,,1.259936e+02,BT,,,7.079323e-01,,,,,,
J0514-4002F,,,4.329400e-03,,,,,2.445135e+02,-3.503620e+01,1.195000e+01,5.162000e+01,,1.272522e+02,BT,,,,,,,,,
J0514-4002G,,,3.802800e-03,,,,,2.445133e+02,-3.503641e+01,1.195000e+01,5.095900e+01,,1.272522e+02,BT,,,,,,,,,
J0514-4002H,,,5.506100e-03,,,,,2.445133e+02,-3.503650e+01,1.195000e+01,5.222600e+01,,1.272522e+02,BT,,,2.000000e-02,,,,,,
J0514-4002L,,,2.958800e-03,,,,,2.445134e+02,-3.503587e+01,1.195000e+01,5.124500e+01,,1.272522e+02,BT,,,,,,,,,
J0557+1550,,5.509222e+09,2.556367e-03,7.351889e-21,1.387270e+08,,,1.926845e+02,-4.309408e+00,1.834000e+00,1.025723e+02,,,ELL1,,,9.300435e-06,,,,,,
J0605+3757,HE,9.162378e+09,2.727954e-03,4.717315e-21,1.147931e+08,,,1.741931e+02,8.021645e+00,2.150000e-01,2.095000e+01,,,BT,,,3.738400e-04,,,,,,
J0610-2100,HE,4.963164e+09,3.861325e-03,1.232661e-20,2.207700e+08,,,2.277465e+02,-1.818357e+01,1.388879e+00,6.067220e+01,,1.238181e+02,ELL1,,,2.334524e-05,,,,,,
J0613-0200,HE,5.058248e+09,3.061844e-03,9.590671e-21,1.734068e+08,,,2.104131e+02,-9.304907e+00,9.500000e-01,3.877590e+01,,4.738401e+01,T2,,,5.352803e-06,,,,,,
J0614-3329,HE,2.863962e+09,3.148670e-03,1.741911e-20,2.369881e+08,,,2.405011e+02,-2.182722e+01,6.666618e-01,3.705245e+01,,6.339232e+00,ELL1,,,1.808022e-04,,,,,,
J0621+2514,HE,1.736775e+09,2.721788e-03,2.483000e-20,2.630665e+08,,,1.871196e+02,5.072718e+00,1.100000e+00,8.363300e+01,,,ELL1,,,3.144932e-05,,,,,,
J0636+5128,HE,1.295774e+10,2.868953e-03,3.508006e-21,1.015177e+08,,,1.639086e+02,1.864259e+01,7.142805e-01,1.110750e+01,,1.535864e+01,T2,,,1.414214e-05,,,,,,
J0653+4706,HE,3.631286e+09,4.758130e-03,2.076070e-20,3.180454e+08,,,1.692590e+02,1.978265e+01,9.110000e-01,2.550000e+01,,,ELL1,,,1.342013e-05,,,,,,
J0732+2314,,1.076033e+10,4.090137e-03,6.022520e-21,1.588210e+08,,,1.959305e+02,1.903534e+01,1.151000e+00,4.467000e+01,,,ELL1,,,9.247702e-06,,,,,,
J0740+6620,HE,3.750602e+09,2.885736e-03,1.219051e-20,1.897969e+08,,,1.497297e+02,2.959937e+01,1.150000e+00,1.496179e+01,,1.774465e+02,ELL1,,,6.005173e-06,,,,,,
J0742+4110,,7.432280e+09,3.139137e-03,6.691974e-21,1.466669e+08,,,1.781276e+02,2.657452e+01,5.230000e-01,2.081350e+01,,3.785082e+01,ELL1,,,1.000000e-06,,,,,,
J0751+1807,HE,7.078187e+09,3.478771e-03,7.786994e-21,1.665512e+08,,,2.027297e+02,2.108584e+01,6.000000e-01,3.024000e+01,,3.852099e+01,T2,,,2.915476e-06,,,,,,
J0824+0028,,1.063675e+09,9.861349e-03,1.468904e-19,1.217909e+09,,,2.235769e+02,2.078949e+01,1.689000e+00,3.454850e+01,,8.131843e+01,DDH,,,2.307200e-04,,,,,,
J0838-2827,HE,5.491759e+09,3.615361e-03,1.043053e-20,1.965074e+08,,,2.505888e+02,7.818819e+00,4.130000e-01,8.065600e+01,,2.426206e+01,ELL1,,,,,,,,,
J0843+67,HE,,2.846000e-03,,,,,1.478000e+02,3.559996e+01,1.579000e+00,2.070000e+01,,,BT,,,,,,,,,
J0921-5202,,9.021611e+09,9.679814e-03,1.700000e-20,4.104951e+08,,,2.737755e+02,-1.446533e+00,3.550000e-01,1.224000e+02,,,ELL1,,,1.400714e-05,,,,,,
J0925+6103,,5.872268e+09,5.982513e-03,1.614150e-20,3.144588e+08,,,1.535063e+02,4.183304e+01,1.976000e+00,2.164420e+01,,,ELL1,,,6.403124e-06,,,,,,
J0952-0607,HE,4.692932e+09,1.413798e-03,4.773196e-21,8.312819e+07,,,2.436516e+02,3.538013e+01,7.600000e+00,2.241153e+01,,,ELL1,,,,,,,,,
J0954-5754,,,4.835273e-03,,,,,2.811965e+02,-2.696139e+00,2.453000e+00,3.073500e+02,,,?,,,,,,,,,
J0955-3947,HE,8.404252e+08,2.022726e-03,3.813327e-20,2.810416e+08,,,2.699305e+02,1.154046e+01,4.880000e-01,1.307110e+02,,2.515439e+01,ELL1,,,,,,,,,
J0955-6150,HE,2.221444e+09,1.999360e-03,1.426008e-20,1.708663e+08,,,2.836848e+02,-5.736957e+00,2.173000e+00,1.608997e+02,,1.891218e+01,DD,,,1.175048e-01,,,,,,
J1012+5307,HE,4.861956e+09,5.255749e-03,1.712733e-20,3.036072e+08,,,1.603471e+02,5.085784e+01,7.000000e-01,9.021100e+00,,8.503019e+01,T2,,,1.183427e-06,,,,,,
J1012-4235,HE,7.506540e+09,3.101141e-03,6.545575e-21,1.441732e+08,,,2.742177e+02,1.122465e+01,3.720000e-01,7.165084e+01,,1.159861e+01,ELL1H+,,,3.457248e-04,,,,,,
J1017-7156,,1.673606e+10,2.338514e-03,2.213873e-21,7.281090e+07,,,2.915581e+02,-1.255327e+01,1.807000e+00,9.421473e+01,,8.701673e+01,T2,,,1.424000e-04,,,,,,
J1023+0038,HE,3.859520e+09,1.687987e-03,6.929502e-21,1.094424e+08,,,2.434896e+02,4.578226e+01,1.190000e+00,1.432500e+01,,1.014469e+02,T2,,,,,,,,,
J1036-4353,,4.172731e+09,1.680108e-03,6.379444e-21,1.047635e+08,,,2.787244e+02,1.255271e+01,4.080000e-01,6.111900e+01,,2.312861e+01,BTX,,,,,,,,,
J1036-8317,HE,,3.408000e-03,,,,,2.989427e+02,-2.149737e+01,9.350000e-01,2.709270e+01,,5.188132e+01,BT,,,,,,,,,
J1045-4509,,6.704126e+09,7.474224e-03,1.766404e-20,3.676868e+08,,,2.808510e+02,1.225398e+01,3.400000e-01,5.811060e+01,,1.277091e+01,T2,,,2.348952e-05,,,,,,
J1048+2339,HE,2.457487e+09,4.665163e-03,3.007750e-20,3.790567e+08,,,2.131722e+02,6.213950e+01,2.002000e+00,1.665440e+01,,2.012001e+02,BTX,,,,,,,,,
J1101-6424,,4.497308e+10,5.109273e-03,1.800000e-21,9.704335e+07,,,2.914170e+02,-4.022746e+00,2.175000e+00,2.073633e+02,,1.152872e+01,ELL1,,,2.567801e-05,,,,,,
J1108-6329,,,4.277583e-03,,,,,2.917792e+02,-2.861710e+00,2.248000e+00,2.332000e+02,,,?,,,,,,,,,
J1120-3618,,9.409828e+10,5.557017e-03,9.356772e-22,7.296824e+07,,,2.831358e+02,2.301928e+01,9.540000e-01,4.512800e+01,,2.671182e+01,ELL1,,,2.901724e-05,,,,,,
J1124-3653,HE,6.350645e+09,2.409573e-03,6.011574e-21,1.217907e+08,,,2.840945e+02,2.276473e+01,9.870000e-01,4.485600e+01,,2.405195e+01,BT,,,5.798276e-05,,,,,,
J1125+7819,,9.588209e+09,4.201609e-03,6.942953e-21,1.728343e+08,,,1.282888e+02,3.789468e+01,9.030000e-01,1.202713e+01,,1.176002e+02,ELL1,,,1.288277e-05,,,,,,
J1125-5825,HE,8.071009e+08,3.102214e-03,6.089897e-20,4.398361e+08,,,2.918927e+02,2.601593e+00,1.744000e+00,1.248083e+02,,8.503036e+01,DD,,,2.572400e-04,,,,,,
J1125-6014,HE,1.116919e+10,2.630381e-03,3.731323e-21,1.002515e+08,,,2.925042e+02,8.936533e-01,8.333273e-01,5.292972e+01,,6.748835e+01,T2,,,6.147325e-07,,,,,,
J1137+7528,HE,1.228717e+10,2.512642e-03,3.240000e-21,9.130358e+07,,,1.289989e+02,4.077236e+01,3.833000e+00,2.917020e+01,,,ELL1,,,4.434817e-05,,,,,,
J1142+0119,HE,5.364460e+09,5.075298e-03,1.499000e-20,2.791140e+08,,,2.675421e+02,5.939998e+01,2.145000e+00,1.910000e+01,,1.070927e+03,ELL1,,,1.691183e-05,,,,,,
J1146-6610,,7.437135e+09,3.722313e-03,7.930000e-21,1.738573e+08,,,2.964786e+02,-4.120205e+00,1.793000e+00,1.338200e+02,,,ELL1,,,7.398919e-03,,,,,,
J1216-6410,,3.470161e+10,3.539376e-03,1.616006e-21,7.653055e+07,,,2.990960e+02,-1.560825e+00,1.098000e+00,4.739330e+01,,4.297086e+01,ELL1,,,7.011419e-06,,,,,,
J1221-0633,HE,5.818474e+09,1.934540e-03,5.267864e-21,1.021542e+08,,,2.896750e+02,5.553265e+01,1.251000e+00,1.643241e+01,,3.574035e+01,ELL1,,,2.334524e-04,,,,,,
J1227-4853,HE,2.409058e+09,1.686375e-03,1.109106e-20,1.383929e+08,,,2.989654e+02,1.379578e+01,1.612892e+00,4.342350e+01,,1.537535e+02,ELL1,,,,,,,,,
J1231-1411,HE,2.579862e+09,3.683879e-03,2.262429e-20,2.921394e+08,,,2.955311e+02,4.838510e+01,4.200000e-01,8.088400e+00,,1.240705e+02,T2,,,1.708918e-06,,,,,,
J1239+3239,,1.923681e+10,4.701094e-03,3.871970e-21,1.365260e+08,,,1.473619e+02,8.389297e+01,2.232000e+00,1.685900e+01,,,ELL1,,,7.280110e-06,,,,,,
J1300+1240,,8.617437e+08,6.218532e-03,1.143341e-19,8.532608e+08,,,3.113097e+02,7.541367e+01,7.092147e-01,1.016550e+01,,3.232827e+02,BT2P,,,0.000000e+00,,,,,,
J1301+0833,HE,2.767631e+09,1.843726e-03,1.055490e-20,1.411644e+08,,,3.108113e+02,7.128151e+01,1.233000e+00,1.320000e+01,,1.452020e+02,ELL1,,,,,,,,,
J1302-3258,HE,9.134160e+09,3.770853e-03,6.540893e-21,1.589236e+08,,,3.055884e+02,2.983817e+01,1.431000e+00,2.617900e+01,,8.961984e+01,BT,,,3.200000e-05,,,,,,
J1306-4035,HE,,2.204530e-03,,,,,3.061091e+02,2.218630e+01,4.700000e+00,3.500000e+01,,,BT,,,,,,,,,
J1306-6043,,,5.671161e-03,,,,,3.047533e+02,2.089188e+00,1.310000e+00,6.705000e+01,,,?,,,,,,,,,
J1311-3430,HE,1.935017e+09,2.560371e-03,2.096449e-20,2.344464e+08,,,3.076810e+02,2.817583e+01,2.430000e+00,3.780000e+01,,,ELL1,,,,,,,,,
J1312+0051,HE,3.822041e+09,4.228019e-03,1.752700e-20,2.754687e+08,,,3.148424e+02,6.322723e+01,1.465000e+00,1.530000e+01,,1.739432e+02,DD,,,2.382100e-04,,,,,,
J1312+1810B,,,6.242263e-03,-1.745670e-20,,,,3.329510e+02,7.976464e+01,1.805000e+01,2.596000e+01,,1.143564e+02,DD,,,1.324170e-02,,,,,,
J1312+1810D,,4.251359e+09,6.069737e-03,2.262081e-20,3.749635e+08,,,3.329630e+02,7.976094e+01,1.805000e+01,2.461000e+01,,1.143564e+02,ELL1,,,1.400000e-05,,,,,,
J1312+1810E,,,3.972139e-03,-7.573386e-21,,,,3.329831e+02,7.976601e+01,2.500000e+01,2.587900e+01,,,ELL1,,,9.000000e-06,,,,,,
J1317-0157,,8.381500e+09,2.908245e-03,5.497626e-21,1.279538e+08,,,3.162262e+02,6.023443e+01,2.500000e+01,2.940080e+01,,,ELL1,,,5.000000e-04,,,,,,
J1326-4728B,,,4.791869e-03,-5.432812e-20,,,,3.091070e+02,1.495675e+01,5.430000e+00,1.002500e+02,,2.199521e+02,ELL1,,,8.485281e-01,,,,,,
J1327-0755,HE,2.350912e+10,2.677923e-03,1.804794e-21,7.034980e+07,,,3.183830e+02,5.384756e+01,2.500000e+01,2.791215e+01,,1.170572e+04,T2,,,1.303840e-07,,,,,,
J1337-6423,,6.048021e+09,9.423407e-03,2.468657e-20,4.880724e+08,,,3.078893e+02,-1.957519e+00,5.951000e+00,2.598910e+02,,2.601155e+02,ELL1,,,1.985397e-05,,,,,,
J1338-6425,,,4.087798e-03,,,,,3.079756e+02,-2.009615e+00,1.490000e+00,8.592000e+01,,,?,,,,,,,,,
J1342+2822A,,,2.544738e-03,,,,,4.221937e+01,7.874703e+01,1.018000e+01,2.650000e+01,,1.290655e+02,BT,,,,,,,,,
J1342+2822B,,2.037572e+09,2.389421e-03,1.858000e-20,2.132157e+08,,,4.222028e+01,7.870877e+01,1.018000e+01,2.614800e+01,,1.290655e+02,ELL1,,,,,,,,,
J1342+2822D,,,5.442975e-03,,,,,4.221539e+01,7.871208e+01,1.018000e+01,2.635800e+01,,1.290655e+02,DD,,,7.530000e-02,,,,,,
J1400-1431,HE,6.755800e+09,3.084233e-03,7.233300e-21,1.511443e+08,,,3.269859e+02,4.508660e+01,2.777758e-01,4.932258e+00,,7.592120e+01,ELL1,,,5.556978e-07,,,,,,
J1402+1306,HE,6.937283e+09,5.892409e-03,1.345766e-20,2.849582e+08,,,3.564218e+02,6.821684e+01,6.960000e-01,8.660000e+00,,6.802531e+01,ELL1,,,5.122499e-05,,,,,,
J1405-4656,,4.317192e+09,7.602203e-03,2.790000e-20,4.660385e+08,,,3.158256e+02,1.407882e+01,6.690000e-01,1.388400e+01,,1.532955e+02,ELL1,,,6.403124e-06,,,,,,
J1417-4402,HE,,2.664216e-03,,,,,3.188613e+02,1.614405e+01,4.400000e+00,5.500000e+01,,1.446745e+02,ELL1,,,,,,,,,
J1421-4409,,8.181770e+09,6.385729e-03,1.236600e-20,2.843609e+08,,,3.194971e+02,1.580938e+01,2.084000e+00,5.464030e+01,,1.386643e+02,ELL1,,,1.256025e-05,,,,,,
J1431-4715,HE,2.259212e+09,2.011953e-03,1.411000e-20,1.704992e+08,,,3.200509e+02,1.225260e+01,1.562489e+00,5.934730e+01,,1.394243e+02,ELL1,,,2.319483e-05,,,,,,
J1431-5740,,1.014449e+10,4.110544e-03,6.420000e-21,1.643869e+08,,,3.159615e+02,2.659664e+00,3.552000e+00,1.313766e+02,,4.223428e+01,BT,,,4.300000e-06,,,,,,
J1435-6100,,6.053278e+09,9.347972e-03,2.446768e-20,4.839551e+08,,,3.151857e+02,-6.406796e-01,2.817000e+00,1.137819e+02,,8.040956e+01,ELL1,,,1.047378e-05,,,,,,
J1446-4701,HE,3.545554e+09,2.194696e-03,9.807454e-21,1.484620e+08,,,3.225004e+02,1.142531e+01,1.428561e+00,5.582787e+01,,3.306563e+01,T2,,,9.899495e-06,,,,,,
J1455-3330,HE,5.206914e+09,7.987205e-03,2.430415e-20,4.458488e+08,,,3.307218e+02,2.256226e+01,9.090843e-01,1.356900e+01,,3.489264e+01,T2,,,1.696460e-04,,,,,,
J1510-5254,,,4.779033e-03,,,,,3.231006e+02,4.430020e+00,9.140000e-01,3.193000e+01,,,?,,,,,,,,,
J1513-2550,HE,1.553660e+09,2.119068e-03,2.161000e-20,2.165458e+08,,,3.388199e+02,2.696447e+01,1.950000e+00,4.687650e+01,,,ELL1,,,,,,,,,
J1514-4946,HE,3.049954e+09,3.589337e-03,1.864605e-20,2.617885e+08,,,3.252494e+02,6.807451e+00,9.080000e-01,3.100857e+01,,1.291504e+02,ELL1,,,1.090429e-05,,,,,,
J1518+0204B,,,7.946941e-03,-3.307999e-21,,,,3.859475e+00,4.680618e+01,8.000000e+00,2.946900e+01,,4.403701e+02,DDGR,,,1.378390e-01,,,,,,
J1518+0204C,,1.509077e+09,2.483928e-03,2.607916e-20,2.575528e+08,,,3.855850e+00,4.679708e+01,8.000000e+00,2.931090e+01,,4.044435e+02,BTX,,,0.000000e+00,,,,,,
J1518+0204D,,2.134505e+09,2.987976e-03,2.217921e-20,2.605023e+08,,,3.850624e+00,4.680679e+01,8.000000e+00,2.937100e+01,,4.198344e+02,ELL1,,,2.441311e-01,,,,,,
J1518+0204E,,2.810659e+09,3.182300e-03,1.793903e-20,2.417798e+08,,,3.854704e+00,4.679370e+01,8.000000e+00,2.931000e+01,,4.196315e+02,zfr+23,,,7.924645e-01,,,,,,
J1518+0204F,,1.901096e+09,2.654192e-03,2.212047e-20,2.451959e+08,,,3.862012e+00,4.680259e+01,8.000000e+00,2.940900e+01,,4.052148e+02,ELL1,,,3.982462e-01,,,,,,
J1518+0204G,,3.493681e+09,2.750187e-03,1.247226e-20,1.874147e+08,,,3.848948e+00,4.681499e+01,7.565000e+00,2.939450e+01,,,ELL1,,,0.000000e+00,,,,,,
J1526-2744,NRAD,1.112030e+10,2.489144e-03,3.546496e-21,9.507683e+07,,,3.402276e+02,2.366956e+01,1.321000e+00,3.095300e+01,,7.921905e+01,ELL1,,,,,,,,,
J1529-3828,,4.978715e+09,8.486282e-03,2.700637e-20,4.844420e+08,,,3.338860e+02,1.472801e+01,4.301000e+00,7.365500e+01,,,DD,,,1.686000e-04,,,,,,
J1536-4948,HE,2.302943e+09,3.079914e-03,2.118954e-20,2.585116e+08,,,3.281984e+02,4.788971e+00,9.780000e-01,3.800125e+01,,3.608862e+01,DDH,,,,,,,,,
J1536-6149,,,6.875163e-03,,,,,3.211871e+02,-4.978458e+00,1.259700e+01,2.450000e+02,,,?,,,,,,,,,
J1537-5312,,6.920126e+09,6.927096e-03,1.586000e-20,3.354109e+08,,,3.263514e+02,1.935483e+00,3.056000e+00,1.176870e+02,,,ELL1,,,,,,,,,
J1543-5149,HE,2.016928e+09,2.056960e-03,1.615852e-20,1.844861e+08,,,3.279205e+02,2.478956e+00,1.149000e+00,5.098200e+01,,3.199141e+01,ELL1,,,2.146462e-05,,,,,,
J1543-5439,,,4.312305e-03,,,,,3.261740e+02,2.583843e-01,2.678000e+00,1.021630e+02,,,?,,,,,,,,,
J1544+4937,HE,1.223345e+10,2.159288e-03,2.796583e-21,7.863560e+07,,,7.917204e+01,5.016582e+01,2.981000e+00,2.320000e+01,,1.438594e+02,ELL1,,,9.486833e-05,,,,,,
J1545-4550,,1.079929e+09,3.575289e-03,5.245440e-20,4.382243e+08,,,3.318923e+02,6.987584e+00,2.222206e+00,6.838840e+01,,2.671966e+01,T2,,,1.303980e-05,,,,,,
J1546-3747A,,,2.605672e-03,,,,,3.370235e+02,1.326768e+01,1.054000e+01,9.217000e+01,,3.098167e+02,BT,,,,,,,,,
J1547-5709,,9.126055e+09,4.291146e-03,7.450000e-21,1.809317e+08,,,3.250764e+02,-2.052222e+00,2.695000e+00,9.572210e+01,,1.124897e+02,ELL1,,,,,,,,,
J1551-0658,,5.482623e+09,7.093756e-03,2.050000e-20,3.858913e+08,,,1.501592e+00,3.475743e+01,1.322000e+00,2.157800e+01,,,BT,,,1.100000e-05,,,,,,
J1554-5906,,,8.702148e-03,,,,,3.245968e+02,-4.181967e+00,3.467000e+00,1.301300e+02,,,?,,,,,,,,,
J1555-2908,HE,6.359900e+08,1.787502e-03,4.453098e-20,2.854988e+08,,,3.444766e+02,1.850271e+01,7.559000e+00,7.591000e+01,,,ELL1,,,4.472136e-06,,,,,,
J1600-3053,HE,6.000514e+09,3.597929e-03,9.500142e-21,1.870860e+08,,,3.440904e+02,1.645138e+01,1.960770e+00,5.232430e+01,,6.492247e+01,T2,,,1.737280e-04,,,,,,
J1602-1009,,1.033978e+10,3.115777e-03,4.774428e-21,1.234224e+08,,,,,,,,,ELL1,,,2.039608e-04,,,,,,
J1614-2230,HE,5.187067e+09,3.150808e-03,9.624232e-21,1.762154e+08,,,3.526357e+02,2.019204e+01,7.000000e-01,3.448500e+01,,9.814703e+01,ELL1,,,1.338447e-06,,,,,,
J1615-5609,,,3.359130e-03,,,,,3.286770e+02,-3.869394e+00,2.055000e+00,7.202500e+01,,,?,,,,,,,,,
J1618-4624,HE,3.031511e+10,5.931367e-03,3.100000e-21,1.372171e+08,,,3.358159e+02,2.791976e+00,3.045000e+00,1.254068e+02,,,ELL1,,,,,,,,,
J1622-0315,HE,5.330178e+09,3.845429e-03,1.143060e-20,2.121568e+08,,,1.070845e+01,3.067595e+01,1.142000e+00,2.141000e+01,,7.254399e+01,BTX,,,,,,,,,
J1623-6936,,4.215052e+09,2.409873e-03,9.058520e-21,1.495119e+08,,,3.196144e+02,-1.396314e+01,1.291000e+00,4.641400e+01,,5.386464e+01,ELL1,,,5.080354e-05,,,,,,
J1625-0021,HE,2.105298e+09,2.833614e-03,2.132520e-20,2.487522e+08,,,1.388969e+01,3.182679e+01,9.510000e-01,1.649700e+01,,,ELL1,,,2.677611e-06,,,,,,
